pathway	overlap_size	pathway_size	p-value (raw)	p-value	overlap_features (name)	overlap_features (id)	used_input_mzs
388.2255	C05011	M+H[1+]	-0.0016	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
370.2194	C05011	M-H2O+H[1+]	0.0029	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
390.2247	C05011	M(S34)+H[1+]	0.0018	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
406.2338	C05011	M+H2O+H[1+]	-0.0039	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
352.2041	C05011	M-H4O2+H[1+]	-0.0018	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
360.2292	C05011	M-CO+H[1+]	-0.0029	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
390.2247	C05011	M(Cl37)+H[1+]	0.0004	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
352.2033	C05011	M-H4O2+H[1+]	-0.0026	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
316.2031	C05011	M-C3H4O2+H[1+]	-0.0029	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
360.2285	C05011	M-CO+H[1+]	-0.0036	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
352.2069	C05011	M-H4O2+H[1+]	0.001	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
371.1992	C05011	M-NH3+H[1+]	-0.0014	Hydroxytamoxifen; 4-Hydroxytamoxifen	Drug metabolism - cytochrome P450
336.2274	C05953	M(C13)+H[1+]	0.0023	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.2119	C05953	M[1+]	-0.0025	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.2147	C05953	M[1+]	0.0003	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
168.1143	C05953	M+2H[2+]	-0.0002	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
317.2115	C05953	M-H2O+H[1+]	0.0004	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
336.2268	C05953	M(C13)+H[1+]	0.0017	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.217	C05953	M[1+]	0.0026	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
168.1157	C05953	M+2H[2+]	0.0012	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
336.2271	C05953	M(C13)+H[1+]	0.002	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.212	C05953	M[1+]	-0.0024	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
336.2277	C05953	M(C13)+H[1+]	0.0026	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
291.2328	C05953	M-CO2+H[1+]	0.0009	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.2125	C05953	M[1+]	-0.0019	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
336.2275	C05953	M(C13)+H[1+]	0.0024	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.2168	C05953	M[1+]	0.0024	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.2149	C05953	M[1+]	0.0005	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
336.2278	C05953	M(C13)+H[1+]	0.0027	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
168.1145	C05953	M+2H[2+]	0.0	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
336.2282	C05953	M(C13)+H[1+]	0.0031	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.2151	C05953	M[1+]	0.0007	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.2163	C05953	M[1+]	0.0019	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.2156	C05953	M[1+]	0.0012	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
336.2272	C05953	M(C13)+H[1+]	0.0021	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
336.2276	C05953	M(C13)+H[1+]	0.0025	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.2148	C05953	M[1+]	0.0004	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
334.216	C05953	M[1+]	0.0016	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
336.2274	C05954	M(C13)+H[1+]	0.0023	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.2119	C05954	M[1+]	-0.0025	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.2147	C05954	M[1+]	0.0003	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
168.1143	C05954	M+2H[2+]	-0.0002	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
317.2115	C05954	M-H2O+H[1+]	0.0004	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
336.2268	C05954	M(C13)+H[1+]	0.0017	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.217	C05954	M[1+]	0.0026	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
168.1157	C05954	M+2H[2+]	0.0012	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
336.2271	C05954	M(C13)+H[1+]	0.002	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.212	C05954	M[1+]	-0.0024	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
336.2277	C05954	M(C13)+H[1+]	0.0026	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
291.2328	C05954	M-CO2+H[1+]	0.0009	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.2125	C05954	M[1+]	-0.0019	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
336.2275	C05954	M(C13)+H[1+]	0.0024	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.2168	C05954	M[1+]	0.0024	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.2149	C05954	M[1+]	0.0005	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
336.2278	C05954	M(C13)+H[1+]	0.0027	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
168.1145	C05954	M+2H[2+]	0.0	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
336.2282	C05954	M(C13)+H[1+]	0.0031	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.2151	C05954	M[1+]	0.0007	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.2163	C05954	M[1+]	0.0019	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.2156	C05954	M[1+]	0.0012	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
336.2272	C05954	M(C13)+H[1+]	0.0021	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
336.2276	C05954	M(C13)+H[1+]	0.0025	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.2148	C05954	M[1+]	0.0004	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
334.216	C05954	M[1+]	0.0016	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
336.2274	C05955	M(C13)+H[1+]	0.0023	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.2119	C05955	M[1+]	-0.0025	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.2147	C05955	M[1+]	0.0003	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
168.1143	C05955	M+2H[2+]	-0.0002	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
317.2115	C05955	M-H2O+H[1+]	0.0004	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
336.2268	C05955	M(C13)+H[1+]	0.0017	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.217	C05955	M[1+]	0.0026	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
168.1157	C05955	M+2H[2+]	0.0012	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
336.2271	C05955	M(C13)+H[1+]	0.002	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.212	C05955	M[1+]	-0.0024	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
336.2277	C05955	M(C13)+H[1+]	0.0026	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
291.2328	C05955	M-CO2+H[1+]	0.0009	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.2125	C05955	M[1+]	-0.0019	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
336.2275	C05955	M(C13)+H[1+]	0.0024	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.2168	C05955	M[1+]	0.0024	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.2149	C05955	M[1+]	0.0005	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
336.2278	C05955	M(C13)+H[1+]	0.0027	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
168.1145	C05955	M+2H[2+]	0.0	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
336.2282	C05955	M(C13)+H[1+]	0.0031	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.2151	C05955	M[1+]	0.0007	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.2163	C05955	M[1+]	0.0019	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.2156	C05955	M[1+]	0.0012	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
336.2272	C05955	M(C13)+H[1+]	0.0021	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
336.2276	C05955	M(C13)+H[1+]	0.0025	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.2148	C05955	M[1+]	0.0004	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
334.216	C05955	M[1+]	0.0016	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
501.3505	CE5655	M+HCOONa[1+]	-0.0045	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
455.3453	CE5655	M+Na[1+]	-0.0043	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
228.1764	CE5655	M+H+Na[2+]	-0.0021	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
433.3668	CE5655	M+H[1+]	-0.0008	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
433.3662	CE5655	M+H[1+]	-0.0014	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
455.3477	CE5655	M+Na[1+]	-0.0019	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
415.356	CE5655	M-H2O+H[1+]	-0.001	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
501.3501	CE5655	M+HCOONa[1+]	-0.0049	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
433.3651	CE5655	M+H[1+]	-0.0025	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
415.3552	CE5655	M-H2O+H[1+]	-0.0018	13'-hydroxy-gama-tocopherol	Vitamin E metabolism
510.32	odecrn	M+HCOOK[1+]	0.0009	octadecenoyl carnitine	Carnitine shuttle
464.312	odecrn	M+K[1+]	-0.0013	octadecenoyl carnitine	Carnitine shuttle
510.3172	odecrn	M+HCOOK[1+]	-0.0019	octadecenoyl carnitine	Carnitine shuttle
427.3646	odecrn	M(C13)+H[1+]	0.0034	octadecenoyl carnitine	Carnitine shuttle
484.317	odecrn	M+NaCl[1+]	0.0006	octadecenoyl carnitine	Carnitine shuttle
484.3162	odecrn	M+NaCl[1+]	-0.0002	octadecenoyl carnitine	Carnitine shuttle
510.3176	odecrn	M+HCOOK[1+]	-0.0015	octadecenoyl carnitine	Carnitine shuttle
425.3498	odecrn	M[1+]	-0.0007	octadecenoyl carnitine	Carnitine shuttle
464.3122	odecrn	M+K[1+]	-0.0011	octadecenoyl carnitine	Carnitine shuttle
427.365	odecrn	M(C13)+H[1+]	0.0038	octadecenoyl carnitine	Carnitine shuttle
484.3164	odecrn	M+NaCl[1+]	0.0	octadecenoyl carnitine	Carnitine shuttle
444.3648	odecrn	M+H2O+H[1+]	-0.0036	octadecenoyl carnitine	Carnitine shuttle
425.3506	odecrn	M[1+]	0.0001	octadecenoyl carnitine	Carnitine shuttle
494.3429	odecrn	M+HCOONa[1+]	-0.0023	octadecenoyl carnitine	Carnitine shuttle
484.3174	odecrn	M+NaCl[1+]	0.001	octadecenoyl carnitine	Carnitine shuttle
426.3616	odecrn	M+H[1+]	0.0038	octadecenoyl carnitine	Carnitine shuttle
464.3113	odecrn	M+K[1+]	-0.002	octadecenoyl carnitine	Carnitine shuttle
425.3503	odecrn	M[1+]	-0.0002	octadecenoyl carnitine	Carnitine shuttle
390.3341	odecrn	M-H4O2+H[1+]	-0.0025	octadecenoyl carnitine	Carnitine shuttle
354.2426	C00639	M[1+]	0.002	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
356.253	C00639	M(C13)+H[1+]	0.0017	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
356.2539	C00639	M(C13)+H[1+]	0.0026	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
354.2393	C00639	M[1+]	-0.0013	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
354.2372	C00639	M[1+]	-0.0034	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
357.2428	C00639	M(Cl37)+H[1+]	-0.0023	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
354.2376	C00639	M[1+]	-0.003	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
356.2529	C00639	M(C13)+H[1+]	0.0016	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
354.2431	C00639	M[1+]	0.0025	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
271.2871	C00639	M-HCOOK+H[1+]	0.0005	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
357.2474	C00639	M(Cl37)+H[1+]	0.0023	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
337.2363	C00639	M-H2O+H[1+]	-0.001	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
373.2577	C00639	M+H2O+H[1+]	-0.0008	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
413.2089	C00639	M+NaCl[1+]	0.0024	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
354.2381	C00639	M[1+]	-0.0025	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
377.2324	C00639	M+Na[1+]	0.0025	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
377.2333	C00639	M+Na[1+]	0.0034	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
354.2377	C00639	M[1+]	-0.0029	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
413.208	C00639	M+NaCl[1+]	0.0015	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
189.1168	C00639	M+H+Na[2+]	-0.0018	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
354.2402	C00639	M[1+]	-0.0004	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
357.2484	C00639	M(Cl37)+H[1+]	0.0033	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583	Prostaglandin formation from arachidonate$Arachidonic acid metabolism
